step,phi,danger
974,0.131233,0.0000
975,0.131433,0.0000
976,0.131830,0.0000
977,0.132100,0.0000
978,0.132204,0.0000
979,0.132098,0.0000
980,0.131737,0.0098
981,0.131123,0.0239
982,0.130293,0.0387
983,0.129396,0.0542
984,0.128800,0.0702
985,0.128875,0.0869
986,0.129383,0.1041
987,0.129873,0.1218
988,0.130153,0.1399
989,0.130189,0.1584
990,0.129997,0.1773
991,0.129597,0.1965
992,0.129010,0.2159
993,0.128248,0.2355
994,0.127505,0.2554
995,0.127236,0.2753
996,0.126953,0.2953
997,0.126582,0.3153
998,0.126685,0.3352
999,0.127579,0.3551
